count,description,fraction,in_wiki,value
12,,0.0,False,student_accomodation
12,,0.0,False,cloakroom
12,,0.0,False,astronomical_observatory
12,,0.0,False,bar;cafe
12,,0.0,False,social_services
12,,0.0,False,venue
12,,0.0,False,bookmobile
12,,0.0,False,anchorage
12,,0.0,False,dance_studio
12,,0.0,True,flight_school
12,,0.0,False,convenience_store
12,,0.0,False,vehicle ramp
12,,0.0,False,truck_scale
11,,0.0,False,pumping_station
11,,0.0,False,auction_house
11,,0.0,False,dog_wash
11,,0.0,False,clothes_dryer
11,,0.0,False,morgue
11,,0.0,False,dumpster
11,,0.0,False,quarry
11,,0.0,False,herbalist
11,,0.0,False,lamppost
11,,0.0,False,sports_club
11,,0.0,False,hand_pump
11,,0.0,False,authority
11,,0.0,False,seating
11,,0.0,False,entrance
11,,0.0,False,recycling;waste_disposal
11,,0.0,False,doctors;dentist
11,,0.0,False,ski_drag
11,,0.0,False,box_office
11,,0.0,False,science
11,,0.0,False,minicab_office
11,,0.0,False,picnic
11,,0.0,False,community
11,,0.0,False,public_space_highway
11,,0.0,False,yard
11,,0.0,False,snow_park
11,,0.0,False,shipping_and_receiving
11,,0.0,False,harbour
11,,0.0,False,vacuum
11,,0.0,False,"seating,ornamental"
11,,0.0,False,club_home
11,,0.0,False,College
11,,0.0,False,reservoir
11,,0.0,True,hotel
11,,0.0,False,wedding_chapel
11,,0.0,False,business_center
11,,0.0,False,lightpole
11,,0.0,False,bunker
10,,0.0,False,Refugee Collection point
10,,0.0,False,golf_course
10,,0.0,False,building_society
10,,0.0,False,remittance
10,,0.0,False,message_board
10,,0.0,False,administrative
10,,0.0,False,military
10,,0.0,False,sandbox
10,,0.0,False,place_of_worship;school
10,,0.0,False,masonic_lodge
10,,0.0,False,open space
10,,0.0,False,funeral_hall
10,,0.0,False,raised_flower_bed
10,,0.0,False,splash_pad
10,,0.0,False,baggage_claim
10,,0.0,False,bike_wash
10,,0.0,False,health_club
10,,0.0,False,ngo
10,,0.0,False,scouts
10,,0.0,False,optometry
10,,0.0,True,taxi_point
10,,0.0,False,farm_irrigation_tap
10,,0.0,False,traffic_signals
10,,0.0,False,signal
10,,0.0,False,martial_arts
10,,0.0,False,wall_magazine
10,,0.0,False,book_exchange
10,,0.0,False,Opharnage House
10,,0.0,False,pre_school
10,,0.0,False,car_inspection
10,,0.0,False,shoes
10,,0.0,False,farm_auxiliary
10,,0.0,False,consulate
10,,0.0,False,hotspot
10,,0.0,False,parliament
10,,0.0,False,removed:telephone
10,,0.0,False,lounger
10,,0.0,False,water_pump
10,,0.0,False,service_centre
10,,0.0,False,amusement
10,,0.0,False,FIXME
10,,0.0,False,secondary_school
10,,0.0,False,court
10,,0.0,False,advice_service
10,,0.0,False,private_club
10,,0.0,False,beach
10,,0.0,False,bench;shelter
10,,0.0,False,roof
10,,0.0,False,truck_wash
10,,0.0,False,police station
10,,0.0,False,bicycle_repair
10,,0.0,False,home
9,,0.0,False,speed_enforcement
9,,0.0,False,Ruko
9,,0.0,False,Office
9,,0.0,False,training_facility
9,,0.0,False,undertaker
9,,0.0,False,private_parking
9,,0.0,False,tool_rental
9,,0.0,False,muster_point
9,,0.0,False,pier
9,,0.0,False,public_vacuum
9,,0.0,False,cafe;fast_food
9,,0.0,False,fixed_base_operator
9,,0.0,False,Commercial
9,,0.0,False,betting
9,,0.0,False,art_studio
9,,0.0,False,locality
9,,0.0,False,ice
9,,0.0,False,gambling_hall
9,,0.0,False,plant_nursery
9,,0.0,False,government_office
9,,0.0,False,courtyard
9,,0.0,False,arena
9,,0.0,False,telescope
9,,0.0,False,pedicure
9,,0.0,False,fast_food;cafe
9,,0.0,False,power
9,,0.0,False,car_pound
9,,0.0,False,organization
9,,0.0,False,wayside_shrine
9,,0.0,False,alternative_medicine
9,,0.0,False,variety_store
9,,0.0,False,juice_bar
9,,0.0,False,Office Building
9,,0.0,False,closed_pub
9,,0.0,False,trailer_parking
9,,0.0,False,idp_site
9,,0.0,False,wharf
9,,0.0,False,cram_school
9,,0.0,False,kitchen_shelter
9,,0.0,False,amusements
9,,0.0,False,fairgrounds
9,,0.0,False,storage_yard
9,,0.0,False,logbook
9,,0.0,False,hayloft
9,,0.0,False,events_place
9,,0.0,False,carpark
9,,0.0,False,community_project
9,,0.0,False,reception_point
9,,0.0,False,Factory
9,,0.0,False,marine_rescue
9,,0.0,False,court_house
9,,0.0,False,pedestrian
8,,0.0,False,show_grounds
8,,0.0,False,heating
8,,0.0,False,petrol
8,,0.0,False,NGO
8,,0.0,False,signpost
8,,0.0,False,gudang
8,,0.0,False,scout_centre
8,,0.0,False,agrocentre
8,,0.0,False,public_utilities
8,,0.0,False,realtor
8,,0.0,False,cosmetics
8,,0.0,False,trailhead
8,,0.0,False,racetrack
8,,0.0,False,life_belt
8,,0.0,False,training_center
8,,0.0,False,training_centre
8,,0.0,False,hall_of_residence
8,,0.0,True,septic_tank
8,,0.0,False,wash_house
8,,0.0,False,goverment office
8,,0.0,False,train_station
8,,0.0,False,post
8,,0.0,False,ministry
8,,0.0,False,camping coach
8,,0.0,False,bank; atm
8,,0.0,False,osteopath
8,,0.0,False,dog_agility_obstacle
8,,0.0,False,fue
8,,0.0,False,drinking water
8,,0.0,False,pump
8,,0.0,False,wheelchair_lift
8,,0.0,False,vicarage
8,,0.0,False,jetty
8,,0.0,False,highway_common_area
8,,0.0,False,revolving_chair
8,,0.0,False,motorcycle_parking;bicycle_parking
8,,0.0,False,dwelling_house
8,,0.0,False,mobile_bank
8,,0.0,False,research_centre
8,,0.0,False,couching_school
8,,0.0,False,craft
8,,0.0,False,tea
8,,0.0,False,guest_house
8,,0.0,False,old_pub
8,,0.0,False,carpenter
8,,0.0,False,refuge
8,,0.0,False,bakehouse
8,,0.0,False,wellness
8,,0.0,False,grandstands
8,,0.0,False,upvalue_terminal
8,,0.0,False,research_station
8,,0.0,False,IDP camp
8,,0.0,False,news_rack
8,,0.0,False,jail
8,,0.0,False,non_potable_water
8,,0.0,False,aged_care
8,,0.0,False,moped_parking
8,,0.0,False,accountants
8,,0.0,False,flower_containers
8,,0.0,False,accounting_office
8,,0.0,False,barbershop
8,,0.0,False,emergency_station
8,,0.0,False,ladybird
8,,0.0,False,convention_center
8,,0.0,True,motorcycle_rental
8,,0.0,False,offices
8,,0.0,False,gambling=pachinko
8,,0.0,False,check-in
8,,0.0,False,sento
8,,0.0,False,unknown
8,,0.0,False,check-in counter
8,,0.0,False,telecommunication
8,,0.0,False,lifebelt
8,,0.0,False,ash_tray
8,,0.0,False,architect
8,,0.0,False,love_motel
8,,0.0,False,burea_de_change
8,,0.0,False,rest_home
8,,0.0,False,ice_self_vending
8,,0.0,False,airport_lounge
8,,0.0,False,cooperative
8,,0.0,False,waxing_station
8,,0.0,False,university dorms
8,,0.0,False,Neviera
8,,0.0,False,satellite_dish
8,,0.0,False,mirror
8,,0.0,False,bear_box
8,,0.0,False,Market
8,,0.0,False,business_centre
8,,0.0,False,disused:post_box
8,,0.0,False,feeding_rack
8,,0.0,False,carpet_rack
8,,0.0,False,trainig
7,,0.0,False,parish_office
7,,0.0,False,furniture
7,,0.0,False,public_land
7,,0.0,False,Petrol Pump
7,,0.0,False,legion
7,,0.0,False,place_of_meditation
7,,0.0,False,boarding_school
7,,0.0,False,nurses
7,,0.0,False,day_centre
7,,0.0,False,archives
7,,0.0,False,shelter;bicycle_parking;bicycle_rental
7,,0.0,False,road_maintenance
7,,0.0,False,школа
7,,0.0,False,cabinet
7,,0.0,False,railway
7,,0.0,False,art
7,,0.0,False,water_slide
7,,0.0,False,pole
7,,0.0,False,pont
7,,0.0,False,bicycle_wash
7,,0.0,False,laundrette
7,,0.0,False,nursery_school
7,,0.0,False,bicycle_parking;waste_disposal
7,,0.0,False,schoolyard
7,,0.0,False,petrol station
7,,0.0,False,life_buoy
7,,0.0,False,substation
7,,0.0,False,tree
7,,0.0,False,dogwaste_basket
7,,0.0,False,watering
7,,0.0,False,t
7,,0.0,False,water_treatment
7,,0.0,False,caravan_park
7,,0.0,False,funeral_director
7,,0.0,False,therapist
7,,0.0,False,House of Culture
7,A place where you can pick up and drop off bike trailers from a bike pool.,0.0,True,bicycle_trailer_sharing
7,,0.0,False,bicycle_pump
7,,0.0,False,chiropractic
7,,0.0,False,dental_laboratory
7,,0.0,False,solicitor
7,,0.0,False,salt_bin
7,,0.0,False,confectionery
7,A washing machine.,0.0,True,washing_machine
7,,0.0,False,food_sharing
7,,0.0,False,wine_bar
7,,0.0,False,swing
7,,0.0,False,newsagent
7,,0.0,False,Crescent Point Energy
7,,0.0,False,printing
7,,0.0,False,public office
7,,0.0,False,HC II
7,,0.0,False,paddling_pool
7,,0.0,False,oil_change
7,,0.0,False,food_collection
7,,0.0,False,de:Bauwagen
7,,0.0,False,daycare
7,,0.0,False,fishing
7,,0.0,False,financial_services
7,,0.0,False,pharmacy;marketplace
7,,0.0,False,chessboard
7,,0.0,False,picnic_site
7,,0.0,False,lost_property_office
7,,0.0,False,skatepark
7,,0.0,False,doctors;pharmacy
7,,0.0,False,antiques
7,,0.0,False,bike_rental
7,,0.0,False,border_station
7,,0.0,False,car_parking
7,,0.0,False,government office
7,,0.0,False,butcher
7,,0.0,False,terminal
7,,0.0,False,mail_box
7,,0.0,False,parking_booth
7,,0.0,False,classroom
7,,0.0,False,restaurant_closed
7,,0.0,False,laundromat
7,,0.0,False,sacred_object
7,,0.0,False,animal_rescue
7,,0.0,False,bar;brothel
7,,0.0,False,business
7,,0.0,False,lodge
7,,0.0,False,grenier
7,,0.0,False,wall
7,,0.0,False,Abbeveratoio
7,,0.0,False,tricycle
7,,0.0,False,propane
7,,0.0,False,retirement home
6,,0.0,False,hamam
6,,0.0,False,coffee
6,,0.0,False,Mobile_Money_Agent
6,,0.0,False,swimming_school
6,,0.0,True,crematory
6,,0.0,False,stop
6,,0.0,False,driver_testing
6,,0.0,False,educational_facility
6,,0.0,False,path
6,,0.0,False,idp_camp
6,,0.0,False,restaurant; biergarten
6,,0.0,False,utilities
6,,0.0,False,tuition
6,,0.0,False,arcade
6,,0.0,False,revolving_lounger
6,,0.0,False,trash
6,,0.0,False,lottery
6,,0.0,False,Ladder Stand
6,,0.0,False,community_centre:for=juvenile
6,,0.0,False,EVSE
6,,0.0,False,vehicle_impound
6,,0.0,False,tyres
6,,0.0,False,dispensary
6,,0.0,False,hostel:homeless
6,,0.0,False,tool_hire
6,,0.0,False,weigh_bridge
6,,0.0,False,vending_machine;dog_waste_bin
6,,0.0,False,storehouse
6,,0.0,False,stadium_seating
6,,0.0,False,Barangay Hall
6,,0.0,False,info
6,,0.0,False,dentist;hospital
6,,0.0,False,trash_can
6,,0.0,False,landmark
6,,0.0,False,Punkt wymiany butli propan-butan
6,,0.0,False,cultural_center
6,,0.0,False,traffic_signal
6,,0.0,False,recycling;waste_basket
6,,0.0,False,bowling_alley
6,,0.0,False,boatyard
6,,0.0,False,orthopedic
6,,0.0,False,Church
6,,0.0,False,day_care
6,,0.0,False,fast_food;restaurant
6,,0.0,False,tyre
6,,0.0,False,Plot
6,,0.0,False,fire
6,,0.0,False,flag
6,,0.0,False,water_park
6,,0.0,False,auto_wrecker
6,,0.0,False,hunting_hut
6,,0.0,False,tax_office
6,,0.0,False,water_treatment_plant
6,,0.0,False,caravan_rental
6,,0.0,False,sport_school
6,,0.0,False,bank;post_office
6,,0.0,False,resource_center
6,,0.0,False,shopping_carts
6,,0.0,False,moneylender
6,,0.0,False,book_return
6,,0.0,False,horse_riding
6,,0.0,False,tower
6,,0.0,False,fairground
6,,0.0,False,tribune
6,,0.0,False,parking:primary_usage
6,,0.0,False,solicitors
6,,0.0,False,finance
6,,0.0,False,pharmacy;doctors
6,,0.0,False,house of culture
6,,0.0,False,tavern
6,,0.0,False,sanitary_station
6,,0.0,False,photography
6,,0.0,False,snowmaking
6,,0.0,False,second_hand
6,,0.0,False,travel_agency
6,,0.0,False,business_service
6,,0.0,False,social_care
6,,0.0,False,farm_auxilary
6,,0.0,False,houseware
6,,0.0,False,parking;parking_entrance
6,,0.0,False,dog_station
6,,0.0,False,newspaper
6,,0.0,False,fitness_studio
6,,0.0,False,be
6,,0.0,False,road
6,,0.0,False,childcare_centre
6,,0.0,False,automobile_club
6,,0.0,False,air_vent
6,,0.0,False,Check_in
6,,0.0,False,printing_house
6,,0.0,False,ice_rink
6,,0.0,False,recreation_center
6,,0.0,False,financial_cooperative
6,,0.0,False,music
6,,0.0,False,ruko
6,,0.0,False,playing_field
6,,0.0,False,locksmith
6,,0.0,False,weight_loss
6,,0.0,False,cattleyard
6,A television.,0.0,True,television
6,,0.0,False,bowling alley
6,,0.0,False,abandoned
6,,0.0,False,van_rental
6,,0.0,False,naturopathy
6,,0.0,False,ice_cream;cafe
6,,0.0,False,delicatessen
6,,0.0,False,bottled_gas
6,,0.0,False,handwashing_station
6,,0.0,False,ruins
6,,0.0,False,alcohol
6,,0.0,False,restaurant; cafe
6,,0.0,False,lamp_post
6,,0.0,False,bungalow_park
6,,0.0,False,emergency_room
6,,0.0,False,lifesaver
6,,0.0,False,post_point
6,,0.0,False,ladder
5,,0.0,False,life_guard
5,,0.0,False,toilets; shower
5,,0.0,False,hardware_store
5,,0.0,False,cookery_school
5,,0.0,False,hospital:duplicate
5,,0.0,False,water_cure
5,,0.0,False,castle
5,,0.0,True,nutritionist
5,,0.0,False,memorial
5,,0.0,False,nature_reserve
5,,0.0,False,gradin
5,,0.0,False,traffic
5,,0.0,False,ward office
5,,0.0,False,waste_bin;dog_waste_bin
5,,0.0,False,exposition_centre
5,,0.0,False,destination_sign
5,,0.0,False,graveyard
5,,0.0,False,waste_container
5,,0.0,False,horse_rental
5,,0.0,False,trail
5,,0.0,False,karaoke_bok
5,,0.0,False,tattoo
5,,0.0,False,country_club
5,,0.0,False,union
5,,0.0,False,water_tower
5,,0.0,False,courthouse;police
5,,0.0,False,neighbourhood_office
5,,0.0,False,barbecue
5,,0.0,False,summer_camp
5,,0.0,False,event_venue
5,,0.0,False,bar;pub
5,,0.0,False,antenna
5,,0.0,False,barn
5,,0.0,False,weather_station
5,,0.0,False,music school
5,,0.0,False,theater
5,,0.0,False,life_boat
5,,0.0,False,exchange
5,,0.0,False,benches
5,,0.0,False,scout_group
5,,0.0,False,mast
5,,0.0,False,maze
5,,0.0,False,village
5,,0.0,False,agency
5,,0.0,False,town_hall
5,,0.0,False,shrine
5,,0.0,False,bar;nightclub
5,,0.0,False,bathroom
5,,0.0,False,par
5,,0.0,False,bread
5,,0.0,False,research_center
5,,0.0,False,vehicle inspection
5,,0.0,False,mine
5,,0.0,False,traditional
5,,0.0,False,purification_trough
5,,0.0,False,crane
5,,0.0,False,foot_care
5,,0.0,False,taproom
5,,0.0,False,cleaning
5,,0.0,False,a
5,,0.0,False,c
5,,0.0,False,viewing_platform
5,,0.0,False,prison;school
5,,0.0,False,funerary_services
5,,0.0,False,watering place
5,,0.0,False,passenger_pick_up_drop_off
5,,0.0,False,hammock
5,,0.0,False,radio
5,,0.0,False,social_service
5,,0.0,False,mailbox
5,,0.0,False,waste_water
5,,0.0,False,mobile_phone_tower
5,,0.0,False,student_democracy
5,,0.0,False,attraction
5,,0.0,False,highway
5,,0.0,False,bookmaker
5,,0.0,False,keymaker
5,,0.0,False,Association
5,,0.0,False,board
5,,0.0,False,equestrian_field
5,,0.0,False,collage
5,,0.0,False,surface
5,,0.0,False,beach_security
5,,0.0,False,moto_rental
5,,0.0,False,slide
5,,0.0,False,Lavatoio
5,,0.0,False,water_tank
5,,0.0,False,mineral_water
5,,0.0,False,wholesale_market
5,,0.0,False,vending_machine; waste_basket
5,,0.0,False,obstacle
5,,0.0,False,rules_sign
5,,0.0,False,hindu workship
5,,0.0,False,internet_club
5,,0.0,False,sailing_school
5,,0.0,False,deaddrop
5,,0.0,False,grill
5,,0.0,False,picnic_bench
5,,0.0,False,works
5,,0.0,False,local_government
5,,0.0,False,funeral
5,,0.0,False,forester
5,,0.0,False,driving_test_centre
5,,0.0,False,fuel;atm
5,,0.0,False,childrens_home
5,,0.0,False,help_point
5,,0.0,False,small_parking
5,,0.0,False,spring
5,,0.0,False,flagpole
5,,0.0,False,donation_box
5,,0.0,False,no fuel
5,,0.0,False,advertisement
5,,0.0,False,water_storage
5,,0.0,False,employment_office
5,,0.0,False,public_transport
5,,0.0,False,outdoor
5,,0.0,False,dovecote
5,,0.0,False,learned_society;library
5,,0.0,False,برمانا
5,,0.0,False,holiday_park
5,,0.0,False,dispensaire
5,,0.0,False,dslam
5,,0.0,False,compost
5,,0.0,False,gound_sign
5,,0.0,False,camp_site
5,,0.0,False,visitor_centre
5,,0.0,False,waste_disposal;recycling
5,A stool.,0.0,True,stool
5,,0.0,False,shoe_repair
5,,0.0,False,basin
5,,0.0,False,laundry_box
5,,0.0,False,view
5,,0.0,False,poutry
5,,0.0,False,counselling
5,,0.0,False,picnic_area
5,,0.0,False,undefined
5,,0.0,False,parking_space_group
5,,0.0,False,showground
5,,0.0,False,childcare;kindergarten
5,,0.0,False,private_school
5,,0.0,False,constructora
5,,0.0,False,acupuncture
5,,0.0,False,beverages
5,,0.0,False,aircraft_fuel
5,,0.0,False,ballroom
5,,0.0,False,pizzeria
5,,0.0,False,pest_control
5,,0.0,False,stationary
5,,0.0,False,restaurant;nightclub
